Word,POS Tag,Frequency
obatobatnya,NOUN,1
rumah.sukses,NOUN,1
rumah.ga,NOUN,1
obatresep,NOUN,1
obatvitamin,NOUN,1
ruma,NOUN,1
rujuk,VERB,1
obh,NOUN,1
objective,NOUN,1
rujuk,NOUN,1
obngkir,NOUN,1
obrolan,NOUN,1
rugiiii,NUM,1
rs,NOUN,1
oenjelasan,NOUN,1
oenyakit,NOUN,1
risk,PROPN,1
riset,NOUN,1
rise,NOUN,1
ofline,VERB,1
ringkes,PROPN,1
ringkasan,NOUN,1
ogah2an,PROPN,1
ringan,VERB,1
oiiii,NUM,1
oils,NUM,1
ojeg,NOUN,1
ringam,NOUN,1
ojeknya,NOUN,1
rincian,NOUN,1
rinci,NOUN,1
rina,PROPN,1
risk,NOUN,1
riskan,VERB,1
rrsponse,PROPN,1
risked,NUM,1
routing,NOUN,1
routine,NOUN,1
rosaline,NUM,1
robbed,NUM,1
ofc,PROPN,1
road,NOUN,1
rn8p,NUM,1
rmah,NOUN,1
offence,NUM,1
rly,PROPN,1
risky,NUM,1
offer,PROPN,1
offered,NOUN,1
offering,NOUN,1
risking,PROPN,1
rumahsakit,NUM,1
obatnyaa,PROPN,1
rileks,NOUN,1
nyobain,VERB,1
nyesel,PROPN,1
sakit.fast,NUM,1
sakit.cukup,NUM,1
nyimpulin,VERB,1
sakiit,PROPN,1
saja.Saya,NUM,1
sait,NUM,1
saingannya,NOUN,1
rumahterima,NOUN,1
nyobainnya,NOUN,1
sahur,NOUN,1
sahamsaham,NOUN,1
sah,ADJ,1
safer,NOUN,1
nyuruh,NOUN,1
nyusahin,NOUN,1
nyesel,NUM,1
sakit2nya,NOUN,1
sakit2nya,NUM,1
sakitapotek,NUM,1
sakiy,NUM,1
nyebelin,NUM,1
nyebelin,VERB,1
nyedot,VERB,1
sakitsakitnya,PROPN,1
nyemprot,VERB,1
nyenyak,NOUN,1
sakitsakitan,VERB,1
sakitny,PROPN,1
sakitmengurus,NOUN,1
sakitklinik,PROPN,1
sakitklinik,NUM,1
nyesel,NOUN,1
sakitklinik,NOUN,1
sakitistirahat,PROPN,1
safely,PROPN,1
nyusahin,VERB,1
oada,NOUN,1
obatapoteknya,NUM,1
rutenya,NOUN,1
obatdananya,PROPN,1
russelterrier,NUM,1
obati,PROPN,1
rusak,NOUN,1
obatkonsultasi,NOUN,1
obatlive,NOUN,1
obatnha,PROPN,1
rupanya,ADV,1
runtutan,NOUN,1
runs,PROPN,1
run,PROPN,1
rumkit,NOUN,1
rumisha,NUM,1
obatnyaa,NUM,1
obatapotik,NOUN,1
ruwet,NOUN,1
oakai,NOUN,1
ruwet,VERB,1
oalah,NUM,1
oandemi,NOUN,1
oandemi,NUM,1
oandemi,PROPN,1
obanya,NUM,1
sabr,NUM,1
sabaran,ADJ,1
sabar,ADV,1
sabar,ADJ,1
saatnya,NOUN,1
saat2,VERB,1
sa,PROPN,1
obat2annya,NOUN,1
s,NOUN,1
rwfund,NOUN,1
ojol,PROPN,1
riil,NOUN,1
required,NOUN,1
operation,PROPN,1
opened,PROPN,1
resp,NOUN,1
operate,NOUN,1
resourceful,PROPN,1
operating,NOUN,1
resort,NOUN,1
resond,NOUN,1
resolved,NOUN,1
responding,NOUN,1
resolve,NOUN,1
resolusi,NOUN,1
operatornya,NOUN,1
opini,NOUN,1
resign,NUM,1
opinion,PROPN,1
opinions,PROPN,1
opened,NOUN,1
respinsive,NOUN,1
respnt,NUM,1
respok,NUM,1
responden,NOUN,1
onsite,NOUN,1
responded,PROPN,1
onthespot,NOUN,1
ontime,NUM,1
responded,NUM,1
respond,VERB,1
responable,ADJ,1
respon2,NUM,1
respon2,NOUN,1
ontime,VERB,1
ood,NUM,1
ooi,NUM,1
op,NOUN,1
respom,PROPN,1
reset,NOUN,1
reserved,PROPN,1
reservation,PROPN,1
resep.trima,VERB,1
resend,VERB,1
research,NOUN,1
rescue,NOUN,1
rescheduled,NOUN,1
orang2,VERB,1
orangnya,NOUN,1
orangorang,NUM,1
reregister,PROPN,1
oranye,NOUN,1
ordee,NOUN,1
rerate,PROPN,1
rerate,NUM,1
requsting,PROPN,1
requirement,PROPN,1
orderID,NOUN,1
orang.Thanks,NOUN,1
resep2,NOUN,1
reservation,NUM,1
optional,NOUN,1
reservation,NOUN,1
resepobat,NUM,1
opsinya,NOUN,1
resepmu,PROPN,1
opsional,NOUN,1
resepkan,VERB,1
opso,PROPN,1
optimalisasi,NOUN,1
optimisasinya,NUM,1
resepinnya,PROPN,1
optimize,PROPN,1
optimized,NOUN,1
optimizernya,NUM,1
resepin,PROPN,1
resep2,PROPN,1
onnline,NOUN,1
responding,PROPN,1
ojolnya,PROPN,1
retro,NOUN,1
okey,NOUN,1
reviewnya,NUM,1
reuse,NOUN,1
returned,NUM,1
oktober,NOUN,1
retry,NOUN,1
old,NOUN,1
retorika,ADJ,1
responds,NOUN,1
retinoic,NUM,1
resume,NOUN,1
oleg,PROPN,1
results,PROPN,1
results,NOUN,1
restriction,PROPN,1
omeprazole,NOUN,1
okei,NUM,1
okeee,PROPN,1
okee,PROPN,1
oke2,PROPN,1
rigid,NOUN,1
righ,NOUN,1
ride,NOUN,1
riddance,NUM,1
rid,PROPN,1
ribu,NUM,1
ribett,NUM,1
ribetin,NUM,1
ribet2,VERB,1
ribet2,PROPN,1
rhinitis,NOUN,1
reward,NOUN,1
revolutionize,PROPN,1
reviu,NUM,1
revisi,VERB,1
rest,PROPN,1
omongannya,NOUN,1
resposive,PROPN,1
responsibility,PROPN,1
responses,PROPN,1
ongkirnya,VERB,1
ongkos,VERB,1
onkirnya,NOUN,1
onlen,PROPN,1
respons,VERB,1
responnya,PROPN,1
responn,NOUN,1
respone,VERB,1
onlinejadwalnya,NOUN,1
respone,PROPN,1
onlinenya,NOUN,1
onlone,PROPN,1
respone,NOUN,1
responds,NUM,1
responsibility,NOUN,1
responsibilty,NOUN,1
respose,NUM,1
ongkirnya,ADV,1
responz,PROPN,1
responya,NUM,1
responya,NOUN,1
responx,NUM,1
respont,NUM,1
ondemand,PROPN,1
oneclickaway,PROPN,1
onestop,NOUN,1
ongkir,ADV,1
responsiv,VERB,1
responsiv,NUM,1
responsibly,NUM,1
responsible,NOUN,1
responsibily,PROPN,1
ongkir.eh,NUM,1
raja,NOUN,1
raising,NOUN,1
raise,NOUN,1
plastic,PROPN,1
pengirimanya,VERB,1
pengirimnya,NOUN,1
pleng,NUM,1
pengirinan,NOUN,1
pengirinan,NUM,1
play,PROPN,1
platinum,NOUN,1
pengkinian,NOUN,1
pnya,VERB,1
plastic,NOUN,1
plase,NUM,1
planned,NOUN,1
planing,NOUN,1
plan,NOUN,1
pengobatannya,NOUN,1
plaint,PROPN,1
plenty,PROPN,1
pengirimanya,PROPN,1
plg,NUM,1
pengirimannya,PROPN,1
pny,NUM,1
pengganti,NOUN,1
pnjelasan,NOUN,1
pngiriman,NUM,1
penggunaaanya,NUM,1
penggunaangagal,NOUN,1
penggunaanya,NOUN,1
penggunannya,NOUN,1
penghubung,NOUN,1
pls,PROPN,1
pengingatnya,NUM,1
plot,NOUN,1
pliz,NOUN,1
pling,NOUN,1
plh,PROPN,1
pengunaan,NOUN,1
pengunaannya,NOUN,1
pengurusan,NOUN,1
penjelas,NOUN,1
penjelasan2nya,NOUN,1
pinter,VERB,1
penjelasanny,NOUN,1
pinter,NOUN,1
pintar,NOUN,1
pinpoint,PROPN,1
pinjol,NOUN,1
penjelasanya,NUM,1
penjelaskan,NUM,1
penjelesannya,NUM,1
penjemput,NOUN,1
penjual,NOUN,1
pindahpindah,NUM,1
penjuru,NOUN,1
pin,VERB,1
pisah2,NOUN,1
penjawab,NOUN,1
penilaian,PROPN,1
pisannnn,NUM,1
penilaian,VERB,1
penilaiannya,NOUN,1
placed,NOUN,1
penipu,PROPN,1
penipu,VERB,1
pkok,NUM,1
pke,VERB,1
pke,PROPN,1
piyungan,PROPN,1
piyee,NOUN,1
penipuan,PROPN,1
pity,PROPN,1
penjaganya,NOUN,1
penjamin,NOUN,1
penjaminan,NOUN,1
pny,VERB,1
pocket,NOUN,1
piliha,NOUN,1
potentially,PROPN,1
pra,PROPN,1
pr,NOUN,1
pendemic,PROPN,1
ppkb,NUM,1
pendengar,NOUN,1
pp,PROPN,1
poto,PROPN,1
potential,NOUN,1
pengertiannya,NOUN,1
postservice,NOUN,1
postion,NOUN,1
penejelasan,NOUN,1
penelitian,NOUN,1
penenang,NOUN,1
penerbangan,NOUN,1
penerbir,NUM,1
practic,NOUN,1
practising,PROPN,1
practitioner,PROPN,1
practitioners,NOUN,1
pencerahan,NOUN,1
preferred,NOUN,1
preferensi,NOUN,1
preferences,PROPN,1
prefer,NUM,1
pencipta,NOUN,1
predefined,NOUN,1
precise,NOUN,1
praktisss,NUM,1
praktiknya,NOUN,1
prakter,PROPN,1
pendanaan,NOUN,1
pendarahan,NOUN,1
pradaxa,NOUN,1
pendekatan,NOUN,1
penerbitnya,NOUN,1
post,NOUN,1
possiblity,NOUN,1
pengantarannya,PROPN,1
pengantarnya,NOUN,1
penganteran,NUM,1
pengaturan,NOUN,1
pengaturannya,NOUN,1
pengawasan,NOUN,1
pengelola,NOUN,1
pokonya,NOUN,1
pokoknya,ADV,1
pokokmen,NUM,1
pokoke,NUM,1
pokok,ADJ,1
pengendara,NOUN,1
pengerjaan,NOUN,1
pengerjaannya,NOUN,1
poinnya,NOUN,1
pengantaranya,NUM,1
poliklinik,NOUN,1
possibilities,NOUN,1
polis,PROPN,1
penerimaan,NOUN,1
penerimaanya,NUM,1
pengadaan,NOUN,1
portal,NOUN,1
pori,NOUN,1
pengalamanku,NUM,1
popupnya,PROPN,1
pengambil,NOUN,1
poorlymannered,PROPN,1
poorer,NOUN,1
poor,NOUN,1
polonia,PROPN,1
poll,NOUN,1
polite,NUM,1
pengantarannya,NUM,1
penolong,PROPN,1
pikirkan,VERB,1
pararell,NOUN,1
performanya,NOUN,1
pertama2,NOUN,1
pertama,PRON,1
pertam,NUM,1
perta,PROPN,1
persyaratannya,NOUN,1
persuasif,NOUN,1
personally,NOUN,1
personal,ADJ,1
perbayak,NUM,1
persis,NOUN,1
persis,ADP,1
persimple,NUM,1
persiapan,NOUN,1
persentase,NOUN,1
perhaps,NOUN,1
persen,NOUN,1
perfectly,NOUN,1
pertanyaan2,NUM,1
pertanyaan2,PROPN,1
peresepan,NUM,1
perbuatan,NOUN,1
perugikan,VERB,1
perubahan2,NOUN,1
percakapannya,NOUN,1
pertolongam,NOUN,1
pertimbangkan,VERB,1
pertanyan,PROPN,1
percuma,VERB,1
perdana,ADJ,1
perdesaan,NOUN,1
perdokteran,NOUN,1
pereda,VERB,1
peredanya,NOUN,1
peresepan,NOUN,1
pertanyaanku,NUM,1
persedian,NOUN,1
perhari,PROPN,1
persediaan,NOUN,1
periode,NOUN,1
permission,NOUN,1
permintaanya,NOUN,1
permintaan,PROPN,1
perkataan,NOUN,1
permata,NOUN,1
permaslahan,NOUN,1
perkenankan,PROPN,1
permainkan,VERB,1
permainan,NOUN,1
perlukan,VERB,1
perlengkap,PROPN,1
perluaskan,VERB,1
perluas,NUM,1
perlu,CONJ,1
perlu,PROPN,1
perjalan,NOUN,1
permudahh,NOUN,1
perhatikan,NOUN,1
perna,NUM,1
perscription,NUM,1
perscripted,PROPN,1
persatu,NOUN,1
perrolongan,NOUN,1
perpanjangan,NOUN,1
perhatikan,VERB,1
perhitungan,NOUN,1
perih,NOUN,1
perpanjang,VERB,1
perpanjang,NOUN,1
perijinan,NOUN,1
periksa,PROPN,1
pernyataannya,NOUN,1
periksakan,NUM,1
perna,VERB,1
perumahan,NOUN,1
perbarui,VERB,1
penularannya,PROPN,1
picked,NOUN,1
picking,NUM,1
penyampaianya,NUM,1
picking,NOUN,1
penyampainnyaa,NUM,1
penyataan,NOUN,1
picked,PROPN,1
penyayang,NOUN,1
physics,PROPN,1
perusak,NOUN,1
physician,PROPN,1
physically,NOUN,1
physical,NOUN,1
php,PROPN,1
php,NOUN,1
penyediaan,NOUN,1
phonevideo,PROPN,1
pics,NUM,1
pict,NOUN,1
penyampaiannya,NOUN,1
picture,NOUN,1
penulisan,NOUN,1
pikirkan,PROPN,1
penunjukan,NOUN,1
penurun,NOUN,1
pikirin,NUM,1
penurunan,NOUN,1
pikirin,NOUN,1
penyaki,NOUN,1
pikir2,VERB,1
pikir2,NOUN,1
pihal,NOUN,1
penyalahgunsan,NOUN,1
pidana,NOUN,1
penyaluran,NOUN,1
picture,PROPN,1
penyelamat,PROPN,1
penyelenggara,NOUN,1
phk,NOUN,1
petanya,NOUN,1
pesnan,NOUN,1
pesenin,VERB,1
pesenan,PROPN,1
perbaikannya,NOUN,1
peseanan,NUM,1
perbaikin,NUM,1
perbaikin,VERB,1
pesanbeli,VERB,1
pesanana,NOUN,1
perbanyak,NOUN,1
pesan2,VERB,1
pesan2,NOUN,1
perbanyak,VERB,1
pesaingnya,PROPN,1
perbarui,NOUN,1
pet,PROPN,1
peraturan,NOUN,1
penyelesaiannya,NOUN,1
perasaan,NOUN,1
penyembuh,NOUN,1
pharmacies,NUM,1
penyet,PROPN,1
penyimpulan,NOUN,1
pharmacies,NOUN,1
pharma,PROPN,1
pharm,PROPN,1
pgn,PROPN,1
pets,NUM,1
pets,NOUN,1
peraktis,NOUN,1
petlu,NUM,1
peranannya,NOUN,1
perantau,NOUN,1
petbaikan,VERB,1
preffered,PROPN,1
prektek,NOUN,1
preliminary,NOUN,1
psychiatry,NOUN,1
puass,NUM,1
pay,PROPN,1
paying,NUM,1
puanjang,PROPN,1
puaasss,NOUN,1
psychologists,PROPN,1
payments,NUM,1
psychiatrist,NUM,1
pastinya,ADV,1
psikologi,PROPN,1
psikiaterpsikolog,NOUN,1
pd,VERB,1
pda,VERB,1
psikiaternya,NUM,1
psikiater,PROPN,1
psen,VERB,1
paxel,PROPN,1
patung,NOUN,1
patnernya,NUM,1
puasss,NUM,1
punn,PROPN,1
patches,NOUN,1
puluh,NUM,1
puluh,NOUN,1
pulogadung,PROPN,1
pulih,NOUN,1
pulau,NOUN,1
pulak,PROPN,1
patients,NOUN,1
pulaaa,NUM,1
pukul,PROPN,1
pufhh,NUM,1
patientuser,NUM,1
puassss,NUM,1
puasss,VERB,1
psbb,NOUN,1
pruduknya,NOUN,1
pdhal,VERB,1
pecahpecah,PROPN,1
protocol,PROPN,1
protocol,NOUN,1
protection,PROPN,1
pede,NOUN,1
pedemi,NOUN,1
pediatric,PROPN,1
protect,NOUN,1
pediatrician,NUM,1
pediatrist,NUM,1
prosudernya,NOUN,1
prosesi,NOUN,1
prosedurnya,NOUN,1
prosedural,NOUN,1
pedulilindungi,PROPN,1
peetahanka,NUM,1
pecat,NOUN,1
proved,NOUN,1
prtama,NUM,1
pecah,ADJ,1
pdhl,VERB,1
provoded,NOUN,1
provision,PROPN,1
provinsi,NOUN,1
province,PROPN,1
providing,PROPN,1
peSan,NOUN,1
providing,NOUN,1
peaanan,NUM,1
provides,PROPN,1
providers,PROPN,1
provided,PROPN,1
peasy,NOUN,1
provided,NOUN,1
provide,PROPN,1
puol,NUM,1
pastikan,NOUN,1
premise,PROPN,1
quiet,PROPN,1
r,VERB,1
r,PROPN,1
partial,NOUN,1
quuckly,NUM,1
quotes,NUM,1
quote,NOUN,1
quit,NOUN,1
quicker,PROPN,1
pastiin,NUM,1
queuing,NOUN,1
partneran,VERB,1
partnered,PROPN,1
queued,NUM,1
partnernya,NOUN,1
queries,PROPN,1
que,NOUN,1
r3sep,NOUN,1
parnoan,VERB,1
parnoan,PROPN,1
rada,PROPN,1
rainy,PROPN,1
paratusin,NUM,1
parent,NOUN,1
rahasia,ADJ,1
ragukan,NOUN,1
parents,NOUN,1
raga,NOUN,1
parents,PROPN,1
rafif,NOUN,1
pari,NOUN,1
raffi,PROPN,1
radius,PROPN,1
rada2,VERB,1
rada,VERB,1
parno,VERB,1
quarantine,PROPN,1
quarantine,NUM,1
quarantine,NOUN,1
puter2,NOUN,1
pasien2,NOUN,1
puskesmasstadionpuskesmas,NOUN,1
pasienmu,NUM,1
pasif,ADJ,1
paspor,NOUN,1
pasrah,VERB,1
pass,NOUN,1
passed,NOUN,1
passed,PROPN,1
pusing,ADJ,1
pasted,NOUN,1
push,NOUN,1
purwanti,NUM,1
pure,NOUN,1
pasti,VERB,1
pasien.sukses,PROPN,1
puter2,VERB,1
quality,NOUN,1
putting,PROPN,1
qty,NUM,1
qt,PROPN,1
pas2an,NUM,1
qt,NOUN,1
pymt,VERB,1
pasan,VERB,1
pylori,NOUN,1
puyeng,PROPN,1
puyeng,NOUN,1
pasangan,NOUN,1
putus2,NOUN,1
putus,VERB,1
putus,PROPN,1
putus,NOUN,1
putu,NOUN,1
peetanyaan,NUM,1
prosea,PROPN,1
prose,NOUN,1
pricey,PROPN,1
prihal,NOUN,1
pricy,NOUN,1
pembuatnya,NOUN,1
pricing,NUM,1
pembunuh,NOUN,1
pembyran,PROPN,1
pembyrn,NOUN,1
pricey,NUM,1
proposition,NUM,1
pemelian,VERB,1
pemenuhan,NOUN,1
pricey,NOUN,1
pricey,ADJ,1
pemerikaan,NOUN,1
pemeriksa,NOUN,1
pemesaanan,NUM,1
primary,NOUN,1
pembohongan,NOUN,1
pembohong,NOUN,1
pembodohan,NUM,1
pembayaranya,PROPN,1
prnah,PROPN,1
prnah,NOUN,1
prizes,NUM,1
pembelianku,PROPN,1
priscription,PROPN,1
pembelianpembayaran,NUM,1
pemberi,NOUN,1
prioritasin,NOUN,1
prioritas,NOUN,1
prior,PROPN,1
printauto,NOUN,1
pembicarannya,NOUN,1
primer,NOUN,1
prime,NOUN,1
pribadinya,NOUN,1
prgi,VERB,1
prewrite,PROPN,1
presribed,NOUN,1
penangannya,NOUN,1
penangannya,NUM,1
presisi,NOUN,1
penanggapannya,NUM,1
penasaran,ADJ,1
penasaran,NOUN,1
pencairan,NOUN,1
prescripted,PROPN,1
prescript,PROPN,1
prescrip,PROPN,1
prescribes,NOUN,1
prescribed,NUM,1
prescibed,NOUN,1
pres,NOUN,1
preparing,PROPN,1
penanganannyya,NUM,1
press,PROPN,1
previously,NOUN,1
penanganandiagnosis,NOUN,1
pemesanannya,NUM,1
pemgantaran,PROPN,1
previous,PROPN,1
preview,NOUN,1
peminat,NOUN,1
pemrksan,NOUN,1
pemrosesan,NOUN,1
pemting,NUM,1
pemuda,NOUN,1
pemulihan,NOUN,1
penananganan,NOUN,1
pretty,PROPN,1
penangan,NOUN,1
pretend,NOUN,1
presumptive,NOUN,1
pembayarannya,VERB,1
prngembalian,NOUN,1
prnh,NOUN,1
pekerjanya,NOUN,1
promo.ongkir,NUM,1
pelacakannya,NUM,1
pelacakantracking,NOUN,1
pelajar,NOUN,1
prominent,NUM,1
pelaksanaannya,NOUN,1
pelangganmu,NUM,1
programnya,NOUN,1
programmer,NOUN,1
program,PROPN,1
profit,NOUN,1
profilnya,NOUN,1
pelaporan,PROPN,1
pelayan,NOUN,1
profiles,PROPN,1
pelacakan,NOUN,1
pekanbaru,PROPN,1
pelayanan,PROPN,1
promo2,NUM,1
pegang,VERB,1
propinsi,NOUN,1
properlypacked,NUM,1
pegawai,NOUN,1
pejelasannya,PROPN,1
proof,PROPN,1
proof,NOUN,1
pejuang,NOUN,1
prompt,PROPN,1
promote,NOUN,1
promos,PROPN,1
promonya,VERB,1
promonya,NOUN,1
promoin,VERB,1
promo2nya,NUM,1
profiles,NUM,1
pelayanananya,NOUN,1
pembayaran.Dokternya,NUM,1
pemahaman,NOUN,1
kumpulkan,VERB,1
pemakaian2,NOUN,1
processes,NOUN,1
pemaksaan,NOUN,1
pemasanan,NUM,1
pembacaan,NOUN,1
pembaharuan,NOUN,1
proceeds,NOUN,1
problemnya,PROPN,1
pembantu,NOUN,1
problematic,NOUN,1
pembatalanpengembalian,NOUN,1
pembayarah,NOUN,1
proaktif,NOUN,1
proaktif,ADJ,1
pemakai,NOUN,1
prodia,PROPN,1
pelayanannnya,NOUN,1
pelit,VERB,1
proffesional,NUM,1
pelayanannya,PROPN,1
proffesional,NOUN,1
professionals,PROPN,1
pelayananx,NUM,1
profesional2,PROPN,1
pelayananya,PROPN,1
profesi,NOUN,1
pelayanya,NOUN,1
proem,NUM,1
pelaynan,NOUN,1
pelecahan,NOUN,1
produksi,NOUN,1
pelit,NOUN,1
products,PROPN,1
sakot,VERB,1
nyaut,PROPN,1
stres,NOUN,1
sia2,PROPN,1
muda,ADJ,1
siakan,VERB,1
mudaaah,PROPN,1
siaga,VERB,1
siad,PROPN,1
sia2,VERB,1
mudah2an,NOUN,1
mudahan,NOUN,1
msi,PROPN,1
mudahan,VERB,1
mudaj,NUM,1
mudh,PROPN,1
mudik,NOUN,1
mujarab,ADJ,1
sia,NOUN,1
si,PROPN,1
muchosss,PROPN,1
muchhhh,NUM,1
muchh,PROPN,1
muchh,NUM,1
msih,NUM,1
msih,PROPN,1
msk,PROPN,1
mski,NUM,1
siasia,NOUN,1
siapkan,VERB,1
mslh,PROPN,1
siapin,NOUN,1
msti,PROPN,1
siapapun,NOUN,1
siapa,PRON,1
mual,NOUN,1
mubazir,NUM,1
sialnya,NOUN,1
sialan,NUM,1
shutting,NUM,1
mujarab,NOUN,1
mujarab,VERB,1
muncul2,NUM,1
shop,PROPN,1
sholeh,NOUN,1
shock,NOUN,1
munculbtulisan,PROPN,1
shngga,NUM,1
shld,NOUN,1
shipping,NOUN,1
shipper.id,PROPN,1
munculkan,NOUN,1
shipper.id,NOUN,1
munculnya,NOUN,1
shipper,PROPN,1
muncultidak,VERB,1
mundur,ADJ,1
mundur,VERB,1
muncul2,VERB,1
shopee,PROPN,1
sht2,NOUN,1
muluuuu,NUM,1
mukaku,PROPN,1
mul,NOUN,1
shouldve,NOUN,1
mulai,ADV,1
multinaccount,PROPN,1
shortly,NUM,1
multiple,PROPN,1
multiply,PROPN,1
multivitamin,NUM,1
mulu,ADJ,1
short,PROPN,1
short,NOUN,1
shoppiiing,NOUN,1
mulu,VERB,1
mulus,ADJ,1
msih,NOUN,1
sibuk2,NUM,1
shipped,NUM,1
simpan,NOUN,1
monitoring,NOUN,1
monta,PROPN,1
simpel,VERB,1
simpatik,NOUN,1
months,NOUN,1
mood,NOUN,1
simpang,NOUN,1
similiar,PROPN,1
sibukengganya,NOUN,1
moodbooster,NOUN,1
moral,NOUN,1
similar,NOUN,1
more,NUM,1
more,PROPN,1
simbol,NOUN,1
morning,NOUN,1
monitor,VERB,1
simplify,PROPN,1
mongrel,NUM,1
moneygopay,NOUN,1
sinkronkan,PROPN,1
sinkron,ADJ,1
perluas,NOUN,1
sini.Akhirnya,PROPN,1
mohon,VERB,1
sini,PROPN,1
mois,PROPN,1
mol,DET,1
singkron,ADJ,1
singkat2,NUM,1
molor,VERB,1
sinfkat,NOUN,1
sincere,NOUN,1
simptom,NOUN,1
simply,PROPN,1
simatupang,PROPN,1
moso,NOUN,1
mosok,PROPN,1
movemen,NOUN,1
moving,PROPN,1
mpe,NOUN,1
mreka,NOUN,1
mreka,PROPN,1
sides,NUM,1
sickness,PROPN,1
sickness,NOUN,1
sich,NUM,1
mrmbantu,VERB,1
mrmbsntu,NUM,1
ms,PROPN,1
ms,VERB,1
sich,NOUN,1
sibuktidak,PROPN,1
msh,PROPN,1
sign,PROPN,1
signed,NOUN,1
siloam,PROPN,1
significant,NOUN,1
silakan,PROPN,1
silakan,NOUN,1
silahkan,ADV,1
sikon,NUM,1
sikolognya,NOUN,1
siippp,NUM,1
mother,NOUN,1
mother,PROPN,1
motifnya,NOUN,1
siiih,NUM,1
moto,PROPN,1
sii,NUM,1
motong,VERB,1
sihh,NUM,1
sihh,NOUN,1
shipped,PROPN,1
shipmentnya,NUM,1
sinovac,PROPN,1
napes,NUM,1
nanti2,NUM,1
nantinya,NOUN,1
seringnya,NOUN,1
seringan,NUM,1
nanya,PROPN,1
nanya2,PROPN,1
sering,PROPN,1
naro,PROPN,1
sesak,NOUN,1
naruh,PROPN,1
nasabah,NOUN,1
nasi,VERB,1
series,PROPN,1
national,NOUN,1
national,PROPN,1
navigasi,NOUN,1
seriously,NUM,1
nanggepin,VERB,1
serpong,PROPN,1
serum,NOUN,1
namakan,PROPN,1
namanya,ADV,1
nambah,NOUN,1
servisnya,NOUN,1
servise,PROPN,1
serving,NOUN,1
nambahnya,NOUN,1
name,NOUN,1
server,DET,1
served,NOUN,1
serve,PROPN,1
serve,NOUN,1
serv,PROPN,1
nampak,VERB,1
nampilin,VERB,1
seribet,NOUN,1
navigate,NOUN,1
sercive,PROPN,1
nearer,NOUN,1
nearest,NUM,1
sepertinini,NUM,1
neat,PROPN,1
nebulizer,NOUN,1
sepertiii,NOUN,1
seperti.dokter,NOUN,1
seperrti,NOUN,1
nebus,NUM,1
seperate,NOUN,1
sepenuhnya,ADJ,1
sepatu,NOUN,1
separuh,NOUN,1
separately,NOUN,1
separah,NOUN,1
sepanjang,ADP,1
sepertinya,ADP,1
ndn,PROPN,1
serangan,NOUN,1
sepotong,NOUN,1
navigation,NOUN,1
navigation,PROPN,1
nawarin,NUM,1
nawarin,VERB,1
nd,PROPN,1
serah,NOUN,1
seragam,NOUN,1
nda,PROPN,1
ndada,NOUN,1
ndak,PROPN,1
ndak,VERB,1
sept,PROPN,1
ndan,PROPN,1
ndasmu,NUM,1
sepraktis,NUM,1
servisnya,NUM,1
sesama,DET,1
muntah,ADP,1
mutar,VERB,1
musti,ADP,1
musti,ADV,1
sex,NOUN,1
sewaktuwaktu,NUM,1
sewaktu,CONJ,1
mutar,PROPN,1
sewaktu,ADV,1
setuju,VERB,1
nakes,NUM,1
mutar2,VERB,1
mutating,NOUN,1
muter,NOUN,1
settings,PROPN,1
setipis,NOUN,1
muter2,PROPN,1
setidak,NOUN,1
sgh,NUM,1
sginunya,NOUN,1
sgra,NUM,1
sgt,NOUN,1
muntah,NOUN,1
muntah2,ADJ,1
muntah2,PROPN,1
muntah2,VERB,1
muraaah,NOUN,1
shipment,NOUN,1
shingga,NOUN,1
murahan,NOUN,1
murder,NOUN,1
murmer,NOUN,1
shes,PROPN,1
shes,NOUN,1
shame,NUM,1
shame,NOUN,1
shall,NOUN,1
setiawan,PROPN,1
setiabudi,PROPN,1
mutermuter,NOUN,1
sesukanya,NUM,1
sesuaikan,NOUN,1
naek,PROPN,1
nagita,VERB,1
nahan,NOUN,1
sessions,PROPN,1
sesion,NOUN,1
sesinya,PROPN,1
sesinya,NUM,1
sesinya,NOUN,1
sesegera,ADJ,1
naiseuu,NUM,1
najis,NOUN,1
sesang,NOUN,1
sesampai,NOUN,1
najis,PROPN,1
sesuka,PROPN,1
sesungguhnya,ADJ,1
mutu,NOUN,1
nadanya,NOUN,1
mutu,PROPN,1
seterusnya,NOUN,1
muuchi,NUM,1
setengah,NUM,1
mw,PROPN,1
mwmbantu,ADJ,1
mwmbantu,NUM,1
mwngakses,PROPN,1
setelahnya,NOUN,1
setelah,ADV,1
setau,NOUN,1
n,ADJ,1
setara,ADJ,1
set2,VERB,1
set,PROPN,1
sinovac,NUM,1
sinyalnya,NOUN,1
nyatanya,PROPN,1
messages,PROPN,1
spoiled,PROPN,1
mesennya,PROPN,1
spkk,PROPN,1
spesialist,PROPN,1
meskipun,ADV,1
spesialisasifokus,NUM,1
mess,PROPN,1
messed,NUM,1
srg,VERB,1
messenger,NOUN,1
mesti,ADP,1
spesiaiis,NUM,1
spending,NOUN,1
mesti,X,1
spend,PROPN,1
speed,NOUN,1
spot,NOUN,1
spp,PROPN,1
mesen,PROPN,1
spray,NOUN,1
merigukan,NOUN,1
sreg,NOUN,1
sre,NUM,1
sptnya,NUM,1
sptnya,NOUN,1
spti,NOUN,1
mermudah,NOUN,1
mertua,NOUN,1
sprti,VERB,1
