Word,POS Tag,Frequency
diinfo,NOUN,3
sample,NOUN,3
pendemic,NOUN,3
available,VERB,3
awesome,NOUN,3
diinfo,VERB,3
nowadays,PROPN,3
umumnya,ADV,3
24jam,NUM,3
membantu,PROPN,3
diinstal,VERB,3
Even,PROPN,3
diharuskan,VERB,3
dihari,NOUN,3
Sangat2,NUM,3
diedit,VERB,3
nunggunya,NOUN,3
nungguin,NUM,3
ulangi,VERB,3
sangat2,NOUN,3
Serasa,VERB,3
sangat2,NUM,3
different,PROPN,3
terupdate,VERB,3
sangatlah,ADV,3
lsg,PROPN,3
Sempat,CONJ,3
ntt,PROPN,3
terus,PROPN,3
lsg,VERB,3
Sembuh,VERB,3
dihadapi,VERB,3
maybe,PROPN,3
kebijakan,NOUN,3
bohong,NOUN,3
telemedisin,NOUN,3
ujungnya,NOUN,3
die,PROPN,3
Should,PROPN,3
diisi,VERB,3
Sehat,ADJ,3
mau,CONJ,3
possible,PROPN,3
Sayangnya,NOUN,3
possible,NOUN,3
note,VERB,3
Save,PROPN,3
Saturday,PROPN,3
terdesak,VERB,3
dikeluarkan,VERB,3
menampilkan,VERB,3
bngt,NOUN,3
dikenakan,VERB,3
dijaga,VERB,3
kecepatan,NOUN,3
Barusan,PROPN,3
Sipp,PROPN,3
Sippp,PROPN,3
sawangan,PROPN,3
ke2,NOUN,3
lucu,NOUN,3
penerimanya,NOUN,3
positive,NOUN,3
menanggung,VERB,3
bngt,NUM,3
dikasi,NOUN,3
Sdh,ADV,3
nyampe,PROPN,3
pendemi,NUM,3
satisfied,NOUN,3
pending,NOUN,3
Siapa,PROPN,3
satisfied,NUM,3
Sedang,ADP,3
wkt,PROPN,3
Benerin,NUM,3
hasnt,PROPN,3
Sidoarjo,PROPN,3
sampainya,NOUN,3
Sebenernya,VERB,3
pendemi,NOUN,3
hassle,NOUN,3
nyambungin,VERB,3
satisfying,PROPN,3
unable,NOUN,3
penentuan,NOUN,3
keamanan,NOUN,3
kecamatan,NOUN,3
Sdh,PROPN,3
II,NUM,3
SAMPAI,PROPN,3
Rumah,PROPN,3
ditelfon,PROPN,3
Butuh,ADV,3
ngantri,NUM,3
selamat,ADJ,3
pengirimnya,NUM,3
nganterin,VERB,3
ditawarkan,VERB,3
selasa,NOUN,3
Profil,NOUN,3
bought,PROPN,3
kekhawatiran,NOUN,3
Problem,PROPN,3
mendadak,NOUN,3
BYE,PROPN,3
ditelpon,NOUN,3
pengisian,NOUN,3
seleksi,NOUN,3
bandara,NOUN,3
Price,PROPN,3
ditelpon,VERB,3
Bye,PROPN,3
selesai,ADJ,3
"2,5",NUM,3
rujukan,NOUN,3
konselor,NOUN,3
tergabung,VERB,3
plester,NOUN,3
REFUND,NOUN,3
RECOMMENDED,NOUN,3
RAMAH,VERB,3
kompensasi,NOUN,3
Quite,PROPN,3
TELPON,NOUN,3
TERBAIK,ADJ,3
dissapointed,PROPN,3
distance,NOUN,3
turns,NOUN,3
pengirim,NOUN,3
TERIMA,ADV,3
rumahnya,NOUN,3
inside,PROPN,3
bought,NOUN,3
big,PROPN,3
Pusat,PROPN,3
worst,PROPN,3
obatvitamin,NUM,3
29,NUM,3
But,NOUN,3
ilmu,NOUN,3
Hubungi,NOUN,3
Bukannya,ADP,3
konsuktasi,NUM,3
ttp,NUM,3
JAUH,ADJ,3
new,NOUN,3
Efisien,VERB,3
CHAT,NOUN,3
diwaktu,NOUN,3
bangets,PROPN,3
Pertanyaan,PROPN,3
semisal,NOUN,3
TLP,PROPN,3
JIKA,CONJ,3
melacak,VERB,3
Efficient,PROPN,3
major,PROPN,3
halo,ADP,3
Perbaiki,NOUN,3
nelpon,NOUN,3
halo,ADJ,3
rsklinik,NOUN,3
bangettt,NUM,3
negri,NOUN,3
text,NOUN,3
diupgrade,VERB,3
semenjak,ADP,3
mendaftar,VERB,3
diulang,VERB,3
ngak,NOUN,3
ditindak,VERB,3
Practice,PROPN,3
Practical,PROPN,3
THT,NOUN,3
semacam,DET,3
semacamnya,NOUN,3
CANT,PROPN,3
Pokoknya,NOUN,3
THT,PROPN,3
box,NOUN,3
loh,PROPN,3
Pokja,PROPN,3
BUT,PROPN,3
ngabisin,NOUN,3
BUT,NOUN,3
developers,PROPN,3
bangeet,NUM,3
terpakai,VERB,3
peningkatan,NOUN,3
developer,PROPN,3
bilangnya,NOUN,3
Serta,ADV,3
rupiah,NOUN,3
Bagussss,PROPN,3
Sulit,PROPN,3
Susah,ADV,3
Rekomen,PROPN,3
mencapai,VERB,3
bisa,PROPN,3
longer,NOUN,3
turned,NOUN,3
pengetahuan,NOUN,3
ngehubungi,VERB,3
balas,VERB,3
disappointed,NOUN,3
obat2an,PROPN,3
hrus,NOUN,3
disappointed,PROPN,3
disappointing,PROPN,3
Respon,PROPN,3
sehari2,NUM,3
kehilangan,VERB,3
Review,PROPN,3
kasa,NOUN,3
Surat,NOUN,3
Rekomended,PROPN,3
diresepin,VERB,3
keesokan,NOUN,3
Bravo,PROPN,3
Responnya,PROPN,3
look,NOUN,3
obat2,PROPN,3
ngelag,VERB,3
Resepnya,NOUN,3
karawang,PROPN,3
Sumpah,PROPN,3
diresepin,NOUN,3
macet,NOUN,3
telpon,VERB,3
tunai,NOUN,3
mager,NOUN,3
dianter,VERB,3
obat,PROPN,3
Rina,PROPN,3
bintaro,PROPN,3
tertulis,VERB,3
lol,PROPN,3
memproses,VERB,3
pencet,NUM,3
sekalian,VERB,3
Istimewa,PROPN,3
ngebantu,VERB,3
hamil,NOUN,3
sekalii,NOUN,3
sekalii,NUM,3
sekalii,PROPN,3
sekaliii,PROPN,3
RESPON,NOUN,3
rush,PROPN,3
test,VERB,3
rusak,VERB,3
sekalipun,ADV,3
Rp,PROPN,3
sabtuminggu,NUM,3
disertakan,VERB,3
disiapkan,VERB,3
ngecek,NUM,3
disediakan,VERB,3
ngetik,NUM,3
dirasakan,VERB,3
2024,NUM,3
Goods,PROPN,3
Reaksi,NOUN,3
disekitar,ADP,3
discuss,NOUN,3
Supaya,ADV,3
Buggy,PROPN,3
System,PROPN,3
berharihari,NUM,2
kirimkan,VERB,2
kirimnya,NUM,2
btw,NOUN,2
penawaran,NOUN,2
melewati,VERB,2
cart,PROPN,2
berfaedah,NOUN,2
bu,NOUN,2
mefenamat,NOUN,2
cape2,VERB,2
berkala,ADJ,2
komplainnya,NUM,2
idenya,NOUN,2
beresiko,NOUN,2
melanjutkan,VERB,2
br,PROPN,2
pemilik,NOUN,2
kuantitas,NOUN,2
bro,NOUN,2
berjamjam,NUM,2
ikhlas,NOUN,2
both,NOUN,2
lamgsung,VERB,2
pdahal,NOUN,2
berhadapan,VERB,2
berjam2,PROPN,2
berinovasi,VERB,2
cari2,NOUN,2
pdhal,NOUN,2
botol,NOUN,2
lazy,PROPN,2
pencariannya,NOUN,2
idea,PROPN,2
kompetitif,ADJ,2
berjam,VERB,2
capture,NOUN,2
pencegahan,NOUN,2
pendapat,NOUN,2
bonus,NOUN,2
perkara,NOUN,2
membantuku,NUM,2
holiday,PROPN,2
bpjs,NUM,2
igd,PROPN,2
meet,PROPN,2
caring,PROPN,2
booked,VERB,2
bsa,NUM,2
pergerakan,NOUN,2
hp,VERB,2
kok,PROPN,2
bot,PROPN,2
peringatan,NOUN,2
book,PROPN,2
bravo,PROPN,2
kisaran,NOUN,2
ko,PROPN,2
membantuuu,VERB,2
berjam2,NOUN,2
busuk,NOUN,2
bolak,PROPN,2
memaksa,VERB,2
laptop,NOUN,2
hopeless,PROPN,2
hung,X,2
pengen,ADV,2
kn,PROPN,2
bertambah,VERB,2
langkah,NOUN,2
bisa2,NUM,2
lacak,VERB,2
hrsnya,NOUN,2
koneksi,VERB,2
bertatap,VERB,2
penggantian,NOUN,2
lamaaa,NOUN,2
klu,NOUN,2
konfirm,VERB,2
hundreds,PROPN,2
berterima,VERB,2
klu,PROPN,2
penyebabnya,NOUN,2
bersih,ADJ,2
laboratorium,NOUN,2
bersedia,VERB,2
hold,PROPN,2
knowing,NOUN,2
bukan,ADV,2
korban,NOUN,2
berpengaruh,VERB,2
ia,PRON,2
lamaaaaa,NOUN,2
hotel,NOUN,2
penyesuaian,NOUN,2
lamaaa,PROPN,2
byr,VERB,2
penyembuhan,NOUN,2
pengembang,NOUN,2
koq,NOUN,2
konek,PROPN,2
laboratory,PROPN,2
bukanya,NOUN,2
pengemudi,NOUN,2
knew,NOUN,2
koordinasi,NOUN,2
penggunanya,NOUN,2
bilangnya,PROPN,2
penyampaian,NOUN,2
biar,ADP,2
konsulnya,VERB,2
buru2,NUM,2
kluarga,NOUN,2
bhw,NOUN,2
button,PROPN,2
language,PROPN,2
kluarga,NUM,2
penjelasan,PROPN,2
bhkn,NOUN,2
peliharaan,NOUN,2
bgini,NUM,2
laki,NOUN,2
bgmn,NUM,2
penjadwalan,NOUN,2
illness,PROPN,2
buru2,VERB,2
hospitals,NOUN,2
pelosok,NOUN,2
biar,ADV,2
lahir,VERB,2
penjelasanya,NOUN,2
lama2,NOUN,2
bilangnya,NUM,2
konfirmasi,VERB,2
lama2,VERB,2
penyakit2,NOUN,2
ladang,NOUN,2
lama2,NUM,2
biji,NOUN,2
berulang2,NOUN,2
berulangkali,NOUN,2
pemakaman,NOUN,2
konten,NOUN,2
berulangulang,NOUN,2
berupa,VERB,2
laggy,PROPN,2
lagi2,NUM,2
mekanismenya,NOUN,2
kluar,PROPN,2
memangnya,NUM,2
kondisinya,NOUN,2
cacat,NOUN,2
bola,NOUN,2
buatkan,NOUN,2
bocor,ADJ,2
krn,PROPN,2
bobrok,NOUN,2
klinikRS,NOUN,2
launch,NOUN,2
ibuku,NOUN,2
penebusan,NOUN,2
klinikRS,PROPN,2
lately,PROPN,2
berkunjung,VERB,2
bnyk,PROPN,2
bnyk,NUM,2
krm,NUM,2
cancellation,PROPN,2
penerbit,NOUN,2
membangun,VERB,2
krm,NOUN,2
krj,PROPN,2
mekanisme,NOUN,2
percaya,VERB,2
pendidikan,NOUN,2
koreksi,VERB,2
kurirnya,PROPN,2
capable,NUM,2
pendemic,NUM,2
pecah,VERB,2
cantik,ADJ,2
berkali2,PROPN,2
pembuatan,NOUN,2
melalukan,VERB,2
berkalikali,NUM,2
ide,NOUN,2
berkalikali,VERB,2
berkas,NOUN,2
kurirnya,NUM,2
pedalaman,NOUN,2
berkat,NOUN,2
perfect,PROPN,2
body,NOUN,2
ks,PROPN,2
buat,NOUN,2
imagine,NOUN,2
hopefully,NOUN,2
perban,NOUN,2
hrs,ADV,2
kwitansi,NOUN,2
pengantaran,PROPN,2
perantauan,NOUN,2
bermutu,VERB,2
calling,NOUN,2
blessing,PROPN,2
pembelanjaan,NOUN,2
klinikrs,PROPN,2
kotak,NOUN,2
pengantarannya,NOUN,2
melalu,VERB,2
blacklist,NOUN,2
pengaruh,NOUN,2
calendar,NOUN,2
korona,NOUN,2
cakap,ADJ,2
cache,NOUN,2
meeting,PROPN,2
laman,NOUN,2
larut,VERB,2
calling,PROPN,2
calls,NOUN,2
bli,PROPN,2
pengaktifan,NOUN,2
bug,PROPN,2
kwitansi,NUM,2
ibu2,NOUN,2
pengajuan,NOUN,2
krg,NOUN,2
lamban,NOUN,2
impact,NOUN,2
membantuuu,ADJ,2
bermamfaat,ADJ,2
knp,NUM,2
kredibel,ADJ,2
laah,NUM,2
pengalaman,PROPN,2
came,NOUN,2
blom,NUM,2
bermasalah,ADJ,2
komplit,PROPN,2
blm,PROPN,2
gonna,PROPN,2
nyaranin,VERB,2
kiri,NOUN,2
jwb,NUM,2
doktr,NUM,2
k24,PROPN,2
make,DET,2
nanganin,NOUN,2
k,VERB,2
named,PROPN,2
named,NOUN,2
haha,NOUN,2
hadir,VERB,2
jwb,VERB,2
mending,PROPN,2
door,NOUN,2
hahaha,PROPN,2
nama,PROPN,2
makes,VERB,2
juta,NOUN,2
downgrade,NOUN,2
downloaded,NOUN,2
dpake,NOUN,2
nahan,NUM,2
dpt,PRON,2
habis,ADP,2
na,PROPN,2
dr,ADP,2
hahaha,NOUN,2
doktor,NOUN,2
myself,NOUN,2
installed,PROPN,2
dmn,NOUN,2
dobel,NOUN,2
negatif,ADJ,2
mendatangi,VERB,2
mendekati,VERB,2
half,NOUN,2
haldoc,PROPN,2
need,VERB,2
haldoc,NUM,2
kadang,NOUN,2
mendengar,VERB,2
kadang,ADJ,2
dokterpun,NOUN,2
nearby,NOUN,2
instan,VERB,2
near,PROPN,2
hal2,NOUN,2
kadaluwarsa,NOUN,2
near,NOUN,2
kadaluarsa,VERB,2
dokterdokternya,NUM,2
nda,NOUN,2
nasional,ADJ,2
nasibnya,NOUN,2
jumat,NOUN,2
mw,NOUN,2
mostly,PROPN,2
jempol,PROPN,2
malaysia,PROPN,2
menelpon,VERB,2
multi,VERB,2
malem2,NOUN,2
earlier,NOUN,2
jga,PROPN,2
jga,NUM,2
jg,X,2
menemui,VERB,2
mtr,PROPN,2
msknya,VERB,2
jem,PROPN,2
durasi,VERB,2
malu,NOUN,2
effort,PROPN,2
malu,VERB,2
mama,PROPN,2
insurances,NOUN,2
moved,NOUN,2
move,PROPN,2
ekonomi,NOUN,2
motor,NOUN,2
masukannya,NOUN,2
ekstra,NOUN,2
mulu,PROPN,2
jls,VERB,2
drastis,ADJ,2
h,NOUN,2
dri,VERB,2
drive,PROPN,2
driver,ADJ,2
judgment,PROPN,2
maksa,NOUN,2
mendukung,VERB,2
h2,NOUN,2
drivers,NUM,2
musti,PROPN,2
musti,NOUN,2
drpd,NUM,2
maksud,NOUN,2
malam2,PROPN,2
journey,NOUN,2
drugstore,NOUN,2
josss,NUM,2
musibah,NOUN,2
muntah,VERB,2
munculnya,VERB,2
malah,CONJ,2
malahan,NOUN,2
duit,PROPN,2
duitnya,NUM,2
duitnya,PROPN,2
nelpon,VERB,2
dl,PROPN,2
mendalam,ADJ,2
handled,NUM,2
ngelag,NUM,2
karanganyar,PROPN,2
handy,NOUN,2
mager,PROPN,2
disaat,VERB,2
disaat2,NOUN,2
disalahin,VERB,2
disamakan,VERB,2
disambungkan,VERB,2
disana,NOUN,2
mencatat,VERB,2
handle,NOUN,2
ngelink,NUM,2
disatu,VERB,2
kapok,NOUN,2
ngedetect,NUM,2
ngechat,VERB,2
ngechat,NUM,2
matikan,NOUN,2
discount,NOUN,2
kapan,VERB,2
discount,NUM,2
ngebugs,NUM,2
ngebug,VERB,2
dirumah,ADV,2
mencantumkan,VERB,2
nerima,NOUN,2
dipergunakan,VERB,2
dimulai,VERB,2
dimunculkan,VERB,2
dimusim,NOUN,2
dini,ADJ,2
dinonaktifkan,VERB,2
happens,NUM,2
dioperasikan,VERB,2
dipaksa,VERB,2
dipantau,VERB,2
dipenuhi,VERB,2
happen,PROPN,2
ngk,PROPN,2
direfund,NOUN,2
kasur,NOUN,2
diperpanjang,VERB,2
ngirim,NOUN,2
hape,NOUN,2
ngilang,NUM,2
nggu,NOUN,2
dipisahkan,VERB,2
kasian,VERB,2
dipuyerkan,NOUN,2
dirasa,VERB,2
directly,PROPN,2
diseleksi,VERB,2
ngeblur,NUM,2
disesuaikan,VERB,2
ditiadakan,VERB,2
ditelepon,VERB,2
ditelfon,NOUN,2
ditelp,VERB,2
ditelpon,NUM,2
ditelpon,PROPN,2
ngambil,NOUN,2
ditempat,NOUN,2
halodok,NOUN,2
halodocnya,NUM,2
diterapkan,VERB,2
mahal2,NOUN,2
ditinjau,VERB,2
disituasi,NOUN,2
ditipu,VERB,2
ngaco,PROPN,2
ngaco,NOUN,2
ditugaskan,VERB,2
ditujukan,VERB,2
dituliskan,VERB,2
mahal2,NUM,2
ditunda,VERB,2
instal,VERB,2
diuangkan,VERB,2
main,VERB,2
ngantre,VERB,2
halodok,PROPN,2
mencontoh,VERB,2
ngapa2in,VERB,2
disituasi,PROPN,2
menciptakan,VERB,2
diskonnya,NUM,2
mah,VERB,2
mati,NOUN,2
dispute,NOUN,2
dissapointed,NOUN,2
dissapointed,NUM,2
kandungannya,NOUN,2
distance,PROPN,2
distancing,NOUN,2
distribute,NOUN,2
ngasi,NUM,2
kandungan,NOUN,2
ngasi,NOUN,2
ngasal,NUM,2
ngaruh,NUM,2
ditagih,VERB,2
ditahan,VERB,2
ditambahin,NOUN,2
ngapain,PROPN,2
ngapain,NUM,2
insight,PROPN,2
eligible,NUM,2
jelasinnya,VERB,2
pc,NOUN,2
menurutku,NUM,2
freezing,NUM,2
menyeluruh,ADJ,2
friend,NOUN,2
friendly,ADJ,2
frustasi,NOUN,2
menyebut,VERB,2
menyebalkan,NOUN,2
jabodetabek,PROPN,2
menyangkut,VERB,2
fun,PROPN,2
menutup,VERB,2
fwd,NUM,2
freezes,PROPN,2
gopaynya,NUM,2
menunya,VERB,2
itself,PROPN,2
gabung,VERB,2
menunjukan,VERB,2
gadget,NOUN,2
mengecewakan,NOUN,2
gadget,PROPN,2
gadungan,NOUN,2
gajelas,NOUN,2
gajelas,PROPN,2
freezing,NOUN,2
freeze,VERB,2
mapnya,PROPN,2
mantaps,PROPN,2
fisiknya,NOUN,2
jalannya,NOUN,2
meriah,NOUN,2
fitur2nya,PROPN,2
mantapppp,PROPN,2
jalan,VERB,2
meresepkan,VERB,2
meresepkan,NOUN,2
jaksel,NUM,2
grab,NUM,2
flue,NUM,2
merchant,NOUN,2
gpp,PROPN,2
follow,VERB,2
grab,NOUN,2
manteb,PROPN,2
jahat,NOUN,2
forcing,PROPN,2
menyuruh,VERB,2
forward,NOUN,2
fotonya,NOUN,2
mantul,NUM,2
menyetujui,VERB,2
menyertakan,VERB,2
mapnya,NOUN,2
mention,NOUN,2
email,PROPN,2
menghambat,VERB,2
mash,NOUN,2
menginput,VERB,2
ggod,PROPN,2
menghubunginya,VERB,2
iphone,PROPN,2
gila,PROPN,2
invalid,NOUN,2
gimmick,NUM,2
ginjal,NOUN,2
given,PROPN,2
giving,PROPN,2
menghabiskan,VERB,2
mengembangkan,VERB,2
gmn,VERB,2
gmna,NOUN,2
masa2,NOUN,2
menggunakam,NOUN,2
gn,NOUN,2
menggantung,VERB,2
mengerjakan,VERB,2
goes,NOUN,2
internis,PROPN,2
intinya,NOUN,2
gomed,PROPN,2
genting,PROPN,2
mengkonfirmasi,VERB,2
galeri,NOUN,2
gausah,VERB,2
isu,NOUN,2
gambarnya,NOUN,2
gampang,ADJ,2
isteri,NOUN,2
gaptek,VERB,2
menjalankan,VERB,2
gara2,NUM,2
menjalani,VERB,2
issue,PROPN,2
menipu,VERB,2
gausah,NUM,2
isolation,NOUN,2
genggaman,NOUN,2
gawat,NOUN,2
mengeluarkan,VERB,2
meninggal,VERB,2
gbs,NOUN,2
menilai,VERB,2
gede,NOUN,2
gedeg,PROPN,2
gegara,NUM,2
gooood,PROPN,2
mengunggah,VERB,2
mengucapkan,VERB,2
meringankan,VERB,2
mengatakan,VERB,2
jalur,NOUN,2
everyone,NOUN,2
mmbntu,NUM,2
estimated,NOUN,2
jaya,NOUN,2
etiket,NOUN,2
etis,ADJ,2
missing,NOUN,2
evaluasi,NOUN,2
misleading,PROPN,2
event,NOUN,2
menerus,VERB,2
everyday,PROPN,2
jawabanya,NUM,2
errors,NOUN,2
everywhere,PROPN,2
mis,NOUN,2
exactly,NOUN,2
excess,PROPN,2
minus,ADJ,2
mengakibatkan,VERB,2
jawabannya,PROPN,2
mins,NOUN,2
minor,NOUN,2
existing,PROPN,2
jawaban,PROPN,2
jaya,PROPN,2
jd,ADV,2
finish,VERB,2
end,PROPN,2
email,VERB,2
moreover,PROPN,2
menengah,ADJ,2
emang,PROPN,2
month,PROPN,2
month,NOUN,2
gue,PROPN,2
monitor,NOUN,2
enable,NOUN,2
enaknya,NOUN,2
encountered,PROPN,2
endoskopi,NUM,2
erorr,VERB,2
energy,NOUN,2
mohon,ADP,2
moga,PROPN,2
manado,PROPN,2
engga,PROPN,2
enggan,NOUN,2
jelas2,NUM,2
gtu,PROPN,2
mobile,PROPN,2
jebakan,NOUN,2
jdi,NOUN,2
exp,PROPN,2
expand,NOUN,2
experienced,PROPN,2
mesti,NOUN,2
faster,NOUN,2
janjian,NOUN,2
faster,NUM,2
fatal,ADJ,2
fav,NOUN,2
features,PROPN,2
!,PRON,2
feedback,PROPN,2
intended,NOUN,2
interaction,PROPN,2
mestinya,VERB,2
grateful,NOUN,2
experiences,PROPN,2
mesti,ADV,2
jangan,CONJ,2
mantabb,PROPN,2
jaminan,NOUN,2
file,PROPN,2
filenya,NOUN,2
mantap,NOUN,2
jam2,PROPN,2
meski,ADV,2
mesin,NOUN,2
mantapp,NUM,2
faskes,PROPN,2
janjian,VERB,2
fasilitasnya,NOUN,2
jantung,NOUN,2
expert,PROPN,2
expertise,PROPN,2
explained,NOUN,2
jauh2,NOUN,2
milihnya,NOUN,2
gresik,NOUN,2
jasanya,NOUN,2
extra,NOUN,2
extraordinary,PROPN,2
mild,PROPN,2
face,NOUN,2
facilities,PROPN,2
facing,NOUN,2
facing,PROPN,2
fact,NOUN,2
midnight,PROPN,2
green,NOUN,2
fake,PROPN,2
fall,PROPN,2
familiar,NOUN,2
mgkn,NUM,2
farmacy,NOUN,2
farmasi,NOUN,2
dimudahkan,VERB,2
nicely,NUM,2
nicer,NOUN,2
consultations,PROPN,2
confused,NOUN,2
confused,NUM,2
confused,PROPN,2
lgsg,VERB,2
hendak,ADV,2
connecting,PROPN,2
connection,PROPN,2
indikasi,NOUN,2
consul,NOUN,2
consul,NUM,2
kesal,NOUN,2
consulted,NUM,2
confirmed,PROPN,2
consulted,PROPN,2
kerumunan,NOUN,2
helpul,PROPN,2
contacted,PROPN,2
packing,NOUN,2
package,PROPN,2
control,NOUN,2
owned,NOUN,2
kerugian,NOUN,2
convinient,PROPN,2
ovo,NUM,2
paginya,NOUN,2
kesan,NOUN,2
copas,NOUN,2
pakainya,NOUN,2
medications,PROPN,2
commitment,NOUN,2
common,NOUN,2
common,PROPN,2
kesekian,VERB,2
communication,PROPN,2
communications,NOUN,2
communicative,NUM,2
compare,NUM,2
compare,PROPN,2
compatible,VERB,2
pakai,ADP,2
confirmation,PROPN,2
lgi,PROPN,2
complaints,NOUN,2
completely,NOUN,2
het,NOUN,2
complicated,PROPN,2
kesedot,NUM,2
concern,NOUN,2
concerned,NOUN,2
paham,NOUN,2
conditions,PROPN,2
pahala,VERB,2
ovo,NOUN,2
copot,NOUN,2
lwt,NUM,2
informasikan,VERB,2
org,NUM,2
cuek,PROPN,2
memfasilitasi,VERB,2
curative,PROPN,2
curiga,VERB,2
ordered,PROPN,2
mebutuhkan,NOUN,2
limited,NOUN,2
inform,NOUN,2
orderan,VERB,2
informasikan,NUM,2
order2,NUM,2
kereeen,NUM,2
informasinya,NOUN,2
cuti,VERB,2
keputusan,NOUN,2
cuy,NOUN,2
da,PROPN,2
informasinya,PROPN,2
options,PROPN,2
helper,PROPN,2
kepotong,NOUN,2
opsinya,NUM,2
dahulu,NOUN,2
org2,NUM,2
organized,PROPN,2
indonesia,NOUN,2
infeksi,NOUN,2
copy,PROPN,2
indonesia,PROPN,2
kerjasamanya,VERB,2
indra,NOUN,2
correct,NOUN,2
kerjasamanya,NOUN,2
medica,PROPN,2
medic,PROPN,2
count,NOUN,2
coverage,PROPN,2
covid,VERB,2
otp,PROPN,2
light,NOUN,2
otomatis,VERB,2
otomatis,ADV,2
cpt,VERB,2
keren,ADJ,2
info,PROPN,2
otaknya,NOUN,2
crashing,NUM,2
kereenn,PROPN,2
created,PROPN,2
creating,PROPN,2
ortu,NUM,2
combine,NOUN,2
palsu,ADJ,2
pamdemi,PROPN,2
paru,NOUN,2
keyboard,NOUN,2
pasca,ADP,2
cerdas,ADJ,2
cerita,NOUN,2
ceritanya,NOUN,2
pasar,NOUN,2
certified,PROPN,2
improve,PROPN,2
ketolong,NOUN,2
leluasa,NOUN,2
changes,NOUN,2
party,NOUN,2
paster,NUM,2
hipertensi,NOUN,2
improved,PROPN,2
chaos,NOUN,2
hilangnya,NOUN,2
charging,NOUN,2
improvement,PROPN,2
ketimbang,ADP,2
partner,PROPN,2
ketika,ADP,2
medisnya,NOUN,2
chatbot,PROPN,2
cepatt,NUM,2
khawatir,ADV,2
pamdemic,NOUN,2
cb,NOUN,2
hoaxhoax,NOUN,2
cash,PROPN,2
payments,PROPN,2
le,NOUN,2
lead,NOUN,2
leading,NOUN,2
paying,PROPN,2
kini,NOUN,2
least,PROPN,2
cause,PROPN,2
caused,NOUN,2
patients,NUM,2
centang,NOUN,2
kinda,NOUN,2
hny,PROPN,2
cc,VERB,2
kind,PROPN,2
patiently,PROPN,2
patient,PROPN,2
paten,ADJ,2
kiamat,NOUN,2
cekatan,NOUN,2
khususnya,NOUN,2
impression,NOUN,2
particularly,NOUN,2
chating,NOUN,2
part,PROPN,2
clinics,NOUN,2
lengkapi,NOUN,2
ckup,NOUN,2
panggilan,NOUN,2
ketarik,PROPN,2
highest,PROPN,2
clearly,NOUN,2
higher,NOUN,2
pandemy,NUM,2
clients,NUM,2
letaknya,NOUN,2
clinical,PROPN,2
kesini,VERB,2
chatt,PROPN,2
lets,NOUN,2
letter,NOUN,2
inapp,NOUN,2
level,PROPN,2
pancoran,PROPN,2
lewat,VERB,2
cmn,PROPN,2
high,PROPN,2
kesembuhan,NOUN,2
high,NOUN,2
hidupnya,NOUN,2
ckp,NOUN,2
hijau,ADJ,2
citizens,PROPN,2
panjang2,PROPN,2
parno,PROPN,2
parno,NOUN,2
cheap,NUM,2
improving,NUM,2
check,VERB,2
checking,NUM,2
ketiduran,NOUN,2
checkout,NUM,2
lemot,ADJ,2
parahnya,NOUN,2
child,PROPN,2
memberitahukan,VERB,2
choice,NOUN,2
lemot,PROPN,2
lemot,VERB,2
keterlambatan,NOUN,2
chose,NOUN,2
papah,NOUN,2
cikarang,PROPN,2
cilandak,PROPN,2
cinta,NOUN,2
pantas,ADJ,2
cirendeu,PROPN,2
daily,PROPN,2
dak,VERB,2
dam,NOUN,2
diet,NOUN,2
kece,PROPN,2
dicover,NOUN,2
keburu,PROPN,2
dicuekin,NUM,2
didalam,ADP,2
loved,NOUN,2
nyaa,NOUN,2
didesain,VERB,2
low,NOUN,2
kebocoran,NOUN,2
kebijakannya,NOUN,2
nunjukin,NUM,2
dicantumkan,VERB,2
difollow,VERB,2
digagalkan,VERB,2
nungguin,VERB,2
digeser,VERB,2
kebeli,NUM,2
digubris,VERB,2
kebawah,NOUN,2
dihalodoc,NOUN,2
dihubungin,VERB,2
nowhere,PROPN,2
diinfo,NUM,2
kecelakaan,NOUN,2
nyampenya,NUM,2
mempunyai,VERB,2
dibales,PROPN,2
obat2,NUM,2
inginkan,VERB,2
diaplikasi,NOUN,2
diaplikasi,NUM,2
looks,NOUN,2
diapotik,NOUN,2
diapotik,NUM,2
keduanya,NOUN,2
diatas,NOUN,2
nyoba,PROPN,2
looping,NUM,2
dibalikin,NOUN,2
dibungkus,VERB,2
inhaler,NOUN,2
dibawah,ADP,2
kedebet,NOUN,2
lost,PROPN,2
diberitahu,VERB,2
kecuali,CONJ,2
dibidangnya,NOUN,2
memuaskan,NOUN,2
hatihati,VERB,2
hati2,NUM,2
memudah,VERB,2
kebantu,VERB,2
diinfokan,VERB,2
diingatkan,VERB,2
dilampirkan,VERB,2
diklaim,VERB,2
lulusan,NOUN,2
matters,NOUN,2
nongol,NOUN,2
dikontak,VERB,2
none,PROPN,2
dikorbankan,VERB,2
nomornya,NOUN,2
dikurangi,VERB,2
dilaksanakan,VERB,2
kb,NOUN,2
nol,NOUN,2
novia,PROPN,2
lunas,ADJ,2
harap,PROPN,2
dilapangan,NOUN,2
dilaporkan,VERB,2
dilayanan,NUM,2
dimaksud,VERB,2
dimalam,NOUN,2
dimap,NOUN,2
kau,PRON,2
matter,PROPN,2
dimasukan,VERB,2
dikit,VERB,2
